2017-04-29	25
2017-04-30	14
2017-05-01	8
2017-05-02	2
2017-05-03	4
2017-05-04	4
2017-05-05	16
2017-05-06	26
2017-05-07	14
2017-05-08	5
2017-05-09	9
2017-05-10	4
2017-05-11	4
2017-05-12	9
2017-05-13	20
2017-05-14	11
2017-05-15	6
2017-05-16	7
2017-05-17	3
2017-05-18	0
2017-05-19	8
2017-05-20	17
2017-05-21	7
2017-05-22	5
2017-05-23	3
2017-05-24	5
2017-05-25	5
2017-05-26	8
2017-05-27	8
2017-05-28	21
2017-05-29	13
2017-05-30	17
2017-05-31	3
2017-06-01	2
2017-06-02	6
2017-06-03	10
2017-06-04	8
2017-06-05	4
2017-06-06	5
2017-06-07	4
2017-06-08	4
2017-06-09	11
2017-06-10	11
2017-06-11	10
2017-06-12	8
2017-06-13	6
2017-06-14	1
2017-06-15	8
2017-06-16	8
2017-06-17	13
2017-06-18	7
2017-06-19	4
2017-06-20	7
2017-06-21	8
2017-06-22	6
2017-06-23	4
2017-06-24	13
2017-06-25	8
2017-06-26	6
2017-06-27	10
2017-06-28	13
2017-06-29	9
2017-06-30	11
2017-07-01	27
2017-07-02	16
2017-07-03	8
2017-07-04	5
2017-07-05	11
2017-07-06	12
2017-07-07	9
2017-07-08	14
2017-07-09	15
2017-07-10	9
2017-07-11	12
2017-07-12	15
2017-07-13	11
2017-07-14	10
2017-07-15	18
2017-07-16	9
2017-07-17	13
2017-07-18	25
2017-07-19	11
2017-07-20	14
2017-07-21	13
2017-07-22	49
2017-07-23	33
